"name_nsi";"price";"index";"environment";"quality_of_living";"safety";"transport";"services";"relax";"condition";"area";"energy_costs";"provision";"certificate";"construction_type";"orientation";"year_built";"last_reconstruction";"total_floors";"floor";"lift";"balkonies";"loggia";"cellar";"type";"rooms";"district"
"Bratislava - mestská časť Staré Mesto";408900;9;NA;NA;NA;NA;NA;NA;"Complete reconstruction";97,84;NA;1;NA;NA;NA;1878;2001;3;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";398871;8,7;NA;NA;NA;NA;NA;NA;"New building";72,3;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";799900;8,8;NA;NA;NA;NA;NA;NA;"New building";150;NA;0;"none";NA;NA;NA;NA;4;4;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";300000;8,2;NA;NA;NA;NA;NA;NA;"Original condition";161;NA;1;"none";NA;NA;1900;NA;3;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";209900;8,7;NA;NA;NA;NA;NA;NA;"Complete reconstruction";51;NA;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";212000;9;NA;NA;NA;NA;NA;NA;"Original condition";65;NA;0;NA;"Other";NA;NA;NA;NA;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";180000;7,3;NA;NA;NA;NA;NA;NA;"Complete reconstruction";40,89;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";279000;8,8;NA;NA;NA;NA;NA;NA;"Complete reconstruction";88;NA;1;"none";NA;NA;1924;NA;5;4;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";259000;9;NA;NA;NA;NA;NA;NA;"Complete reconstruction";64,74;NA;1;NA;NA;NA;NA;2001;3;3;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";270000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";72;180;1;"B";NA;NA;1930;2007;5;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";289900;8,8;7,6;9,3;10;8,6;9,6;8,9;"Partial reconstruction";80;100;0;"none";NA;NA;1908;NA;3;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";325000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";71,94;174;0;"none";NA;NA;1956;NA;5;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";379900;9;7,5;9,5;10;10;9,9;8,3;"Original condition";100;250;0;"none";NA;NA;NA;NA;6;6;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";799000;8,9;6,2;9,6;10;10;10;9;"Complete reconstruction";189,27;NA;0;"none";NA;NA;1999;NA;4;3;0;NA;NA;0;"5 or more room apartment";5;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";499000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";105,57;NA;0;"none";NA;NA;1923;NA;4;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";380000;7,5;7,1;7,6;8;9,1;8;4,9;"New building";71,6;NA;0;"none";NA;NA;2023;NA;3;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";350000;9,2;8,3;9,3;10;10;9,8;8,4;"New building";65;230;0;NA;NA;"Northeast";NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";389900;9;7,1;9,4;10;10;9,9;9,1;"Original condition";100;190;0;NA;NA;NA;NA;NA;3;2;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";266000;8,6;7;9;10;9,3;9,4;8,4;"New building";51;NA;0;"A";NA;NA;2021;NA;13;10;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";468000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";102,81;NA;0;"A";"Brick";NA;1890;NA;4;2;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";653000;8,7;5,9;9,1;10;10;10;9;"Partial reconstruction";200;NA;1;"none";NA;"Southeast";NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";239900;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";80;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";499000;8,9;7,7;9,2;10;9,3;9,1;8,8;"Complete reconstruction";114,78;NA;1;"none";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";279000;8,8;8,3;8,9;10;9,1;8,7;7,9;"Complete reconstruction";107;NA;0;"A";NA;NA;1924;NA;3;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";248512;8,7;7,4;8,9;10;9,3;9,2;8,5;"New building";38,78;NA;1;"A";NA;NA;2017;NA;7;4;0;1;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";205856;NA;NA;NA;NA;NA;NA;NA;"New building";45,31;120;0;NA;NA;"Southwest";NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";242667;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";52,64;130;0;NA;NA;"Southwest";NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";247279;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";51,13;130;0;NA;NA;"Southwest";NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";270506;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";52,12;130;0;NA;NA;"Southwest";NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";329000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";72;NA;0;NA;"Brick";NA;NA;NA;NA;3;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";755000;NA;NA;NA;NA;NA;NA;NA;"New building";126,83;NA;0;"A";NA;NA;NA;NA;NA;5;1;NA;NA;0;"5 or more room apartment";5;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";212000;9;8;9;10;10;9,4;8,3;"Original condition";66;NA;0;NA;"Other";NA;NA;NA;NA;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";289000;8,5;7,6;8,6;10;8,6;8,6;8,3;"Complete reconstruction";88;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";399900;NA;NA;NA;NA;NA;NA;NA;"New building";95;NA;0;NA;"Mixed";NA;NA;NA;NA;2;1;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";285000;8,4;5,6;9,3;10;9,3;9,4;8,7;"Complete reconstruction";83;NA;0;"none";NA;NA;10;NA;7;5;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";364990;7,2;5,7;8,3;9,3;7,7;7,7;5,1;"Complete reconstruction";101,98;NA;1;NA;NA;NA;NA;NA;4;1;1;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";479000;NA;NA;NA;NA;NA;NA;NA;"New building";92;NA;0;"A";NA;NA;2016;NA;33;10;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";569000;NA;NA;NA;NA;NA;NA;NA;"Under construction";169,88;NA;0;"A";NA;NA;2023;NA;4;4;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";249000;NA;NA;NA;NA;NA;NA;NA;"Under construction";91,68;NA;0;"A";NA;NA;2023;NA;4;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";179000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";52,61;NA;0;NA;"Brick";NA;NA;NA;NA;NA;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";290000;NA;NA;NA;NA;NA;NA;NA;"Original condition";78;NA;0;NA;NA;NA;NA;NA;6;2;1;NA;1;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";498000;9;7,1;9,4;10;10;9,9;9,1;"Complete reconstruction";74;NA;0;NA;NA;NA;1923;2016;4;2;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";157000;8,4;5,6;9,3;10;9,3;9,4;8,7;"Complete reconstruction";37;NA;0;"B";NA;NA;1959;NA;6;6;0;NA;NA;0;"1-room apartment";1;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";204990;8,9;7,5;9,5;10;8,6;9,9;8,9;"Complete reconstruction";39,3;NA;1;NA;NA;NA;NA;NA;6;4;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";300000;8,8;7,8;9;10;10;9,2;6,8;"New building";48;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";340000;9,1;7,7;9,4;10;10;9,9;8,6;"New building";46,63;NA;1;"A";NA;NA;2019;NA;6;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";799000;8,1;8;9,8;8,7;9,3;7,7;4,7;"New building";152,69;NA;0;"A";NA;NA;NA;2022;4;3;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";963000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";165,11;NA;0;"A";NA;NA;2022;NA;NA;2;0;NA;NA;0;"5 or more room apartment";5;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";675000;NA;NA;NA;NA;NA;NA;NA;"New building";210,19;NA;0;"A";NA;NA;2022;NA;4;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";589000;NA;NA;NA;NA;NA;NA;NA;"Original condition";194,64;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"5 or more room apartment";5;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";319815;9;7,5;9,5;10;10;9,9;8,3;"New building";53,77;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";279000;NA;NA;NA;NA;NA;NA;NA;"New building";48;NA;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";317961;9;7,5;9,5;10;10;9,9;8,3;"New building";55,02;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";279923;9;7,5;9,5;10;10;9,9;8,3;"New building";50,93;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";500000;8,9;7,4;9,3;10;9,3;9,8;8,6;"Original condition";NA;NA;0;NA;NA;"South";NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";405000;9,1;7,7;9,4;10;10;9,9;8,6;"New building";49,54;NA;0;"A";NA;NA;2019;NA;46;22;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";389000;NA;NA;NA;NA;NA;NA;NA;"New building";120,95;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";589000;NA;NA;NA;NA;NA;NA;NA;"Original condition";194,64;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";219000;8,4;5,1;9,2;10;10;8,9;9;"Partial reconstruction";65;NA;0;NA;"Other";"South";NA;NA;NA;2;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";435000;NA;NA;NA;NA;NA;NA;NA;"New building";75,3;NA;1;"A";NA;NA;2015;NA;33;10;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";430000;9,1;7,7;9,4;10;10;9,9;8,6;"New building";51,2;NA;0;"A";NA;NA;2019;NA;33;21;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";399000;8,4;7,3;9,3;10;7,7;9,4;8,1;"Partial reconstruction";106;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";425000;9;7,1;9,4;10;10;9,9;9,1;"Partial reconstruction";185;NA;0;NA;NA;NA;NA;NA;4;3;0;NA;NA;0;"5 or more room apartment";5;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";290000;8,9;7,8;9,3;10;8,6;9,8;9;"Partial reconstruction";77,88;NA;0;NA;NA;NA;NA;NA;6;2;1;NA;1;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";389000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";117;NA;0;"B";NA;NA;2006;NA;6;6;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";265000;7;8;9,1;6,9;7;6,8;3,2;"Partial reconstruction";70;NA;0;NA;NA;NA;NA;NA;4;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";225000;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";66;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";269900;7,2;8,9;9;6,9;6,3;7,1;3,9;"Complete reconstruction";83;200;1;"B";NA;NA;1980;2023;12;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";424900;8,7;7,5;9,4;10;8,6;9,9;8,3;"Complete reconstruction";91,5;NA;0;NA;NA;NA;NA;NA;5;1;1;1;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";424900;8,7;7,5;9,4;10;8,6;9,9;8,3;"Complete reconstruction";91,5;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";204990;8,9;7,5;9,5;10;8,6;9,9;8,9;"Complete reconstruction";39,3;NA;1;NA;NA;NA;NA;NA;6;4;1;NA;NA;0;"1-room apartment";1;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";269000;7,2;5,7;8,3;9,3;7,7;7,7;5,1;"Original condition";74;NA;1;NA;NA;NA;NA;NA;7;3;1;1;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";365000;8,7;7,2;9,1;10;9,3;9,3;8,4;"Complete reconstruction";121;NA;0;NA;NA;"Southwest";NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";329000;8,4;7,3;9,3;10;7,7;9,4;8,1;"Complete reconstruction";87,5;NA;0;"A";NA;NA;1982;NA;8;8;0;NA;1;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";199900;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";64;NA;0;"none";NA;NA;NA;2010;NA;NA;0;NA;1;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";199900;8,6;7;9;10;9,3;9,4;8,4;"Complete reconstruction";50;NA;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";289900;8,8;7,6;9,3;10;8,6;9,6;8,9;"Partial reconstruction";80;100;0;"none";NA;NA;1908;NA;3;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";396800;7,6;5,6;8,3;9;8,6;9,2;6,5;"New building";60;NA;0;NA;"Other";"Southwest";NA;NA;NA;10;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";199990;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";43,5;NA;0;NA;NA;NA;NA;NA;6;4;1;1;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";530000;9,2;8,3;9,3;10;10;9,8;8,4;"New building";92;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";545000;NA;NA;NA;NA;NA;NA;NA;"New building";92;NA;1;"B";NA;NA;2017;NA;33;26;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";480000;9,1;7,7;9,4;10;10;9,9;8,6;"New building";69;NA;0;"B";NA;NA;2023;NA;46;33;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";399900;9;7,5;8,9;10;10;9,9;8,4;"New building";64;220;1;"B";NA;NA;2008;2021;6;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";199000;8,6;7;9;10;9,3;9,4;8,4;"Partial reconstruction";50;NA;0;"none";NA;NA;NA;NA;NA;NA;1;1;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";239000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";42,33;NA;0;"none";NA;NA;2014;2014;4;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";465000;8,5;6,5;8,8;10;9,3;8,9;8,4;"Complete reconstruction";112;NA;0;"A";NA;NA;2018;NA;4;4;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";375000;8,8;7,8;9;10;9,3;9,3;8,3;"Complete reconstruction";121;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";255000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";63,34;NA;0;"A";"Brick";NA;1910;NA;3;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";329000;8,4;8,3;8,5;10;8,8;8,3;6,5;"Complete reconstruction";50;NA;0;NA;"Brick";NA;NA;NA;2;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";375000;7,7;6,7;10;8;9,3;7,5;4,9;"New building";56,02;NA;0;NA;NA;NA;2010;NA;NA;4;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";390000;NA;NA;NA;NA;NA;NA;NA;"New building";52,01;NA;0;NA;NA;NA;2022;NA;NA;14;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";219900;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";78;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";149000;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";38,22;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"1-room apartment";1;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";304980;9;7,1;9,4;10;10;9,9;9,1;"New building";58;NA;0;"none";NA;NA;1980;NA;1;NA;1;1;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";249000;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";71;NA;1;NA;"Brick";NA;NA;NA;4;3;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";264900;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";60;230;0;"none";NA;NA;1950;2023;6;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";339800;NA;NA;NA;NA;NA;NA;NA;"Original condition";99,81;NA;0;NA;"Brick";NA;NA;NA;NA;1;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";188800;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";41,4;NA;0;NA;"Brick";NA;NA;NA;NA;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";834000;NA;NA;NA;NA;NA;NA;NA;"New building";186,95;NA;0;"A";NA;NA;NA;NA;5;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";650000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";116,9;NA;0;"A";NA;NA;2021;NA;2;1;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";359000;8,7;7,8;8,3;10;9,3;8,8;8,7;"Complete reconstruction";80;NA;0;"none";NA;NA;NA;NA;4;3;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";449000;9,1;8,2;9,3;10;9,3;10;8,7;"Partial reconstruction";130;NA;0;NA;NA;NA;NA;NA;4;2;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";445000;8,7;7;9,6;10;8,6;9,5;8,9;"New building";63,5;NA;0;"B";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";289000;7,4;5;9,1;8,5;9,1;8;5,7;"New building";76,12;NA;0;NA;"Brick";NA;2023;NA;1;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";230000;9;8;9;10;10;9,4;8,3;"Complete reconstruction";63;NA;0;NA;NA;NA;1960;NA;6;6;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";239900;8,7;8;9,3;10;7,9;9,5;8,5;"Complete reconstruction";55;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";505612;8,6;7,5;9,3;10;7,9;9,6;8,7;"Complete reconstruction";102,73;NA;1;NA;NA;NA;NA;2021;5;1;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";361028;8,6;7,5;9,3;10;7,9;9,6;8,7;"Complete reconstruction";73,33;NA;1;NA;NA;NA;NA;2021;5;1;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";259000;8,8;7,6;9,3;10;8,6;9,6;9,2;"Partial reconstruction";56;150;0;NA;NA;NA;NA;2014;3;2;1;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";299000;NA;NA;NA;NA;NA;NA;NA;"New building";64,41;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";329000;9,1;8,2;9,1;10;10;8,9;8,3;"Partial reconstruction";95;NA;0;"none";"Brick";NA;NA;NA;3;2;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";214900;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";66,08;NA;0;NA;NA;NA;1957;NA;4;3;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";361028;8,7;8;9,3;10;7,9;9,5;8,5;"Complete reconstruction";73,33;NA;0;NA;"Brick";NA;NA;NA;NA;1;1;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";299000;8,8;7,8;9;10;9,3;9,3;8,3;"Complete reconstruction";88;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";299000;8,8;7,8;9;10;9,3;9,3;8,3;"Complete reconstruction";88;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";340000;NA;NA;NA;NA;NA;NA;NA;"Complete reconstruction";80;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";339900;NA;NA;NA;NA;NA;NA;NA;"Partial reconstruction";100,5;NA;0;NA;NA;NA;NA;NA;6;3;1;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";520000;7,8;9;9;8,7;7,4;7,5;4,6;"Original condition";110;NA;0;NA;NA;NA;NA;NA;2;1;0;NA;NA;0;"3-room apartment";3;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";439270;7,1;8,3;9,1;6,9;6,3;7,3;4,1;"New building";117;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";350000;7,6;7,6;10;8;8,4;7,2;4,3;"New building";47;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";344990;9;7,1;9,4;10;10;9,9;9,1;"New building";78;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";354990;9;7,1;9,4;10;10;9,9;9,1;"New building";78;NA;0;"A";NA;NA;NA;NA;NA;NA;0;NA;NA;0;"2-room apartment";2;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";259990;9;7,1;9,4;10;10;9,9;9,1;"New building";54;NA;0;"A";NA;"Southeast";NA;NA;NA;NA;0;NA;NA;0;"1-room apartment";1;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";777066;7,1;8,3;9,1;6,9;6,3;7,3;4,1;"New building";143;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
"Bratislava - mestská časť Staré Mesto";696821;7,1;8,3;9,1;6,9;6,3;7,3;4,1;"New building";143;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;"4-room apartment";4;"Bratislava I"
